               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.020444,           0.0064554,          0.00086194,             0.97228,             0.97889,              0.9885,             0.79597,            0.017353,           0.0028695,          0.00018305,           0.0075745,           0.0075745,           0.0075745
                 149,            0.020245,           0.0063308,           0.0012121,             0.96709,             0.97806,             0.98897,             0.79455,            0.017614,           0.0029204,          0.00013703,            0.007558,            0.007558,            0.007558
                 150,            0.020953,           0.0064562,           0.0014159,             0.96701,              0.9841,             0.98933,             0.80105,            0.017237,           0.0028457,          0.00015982,           0.0075415,           0.0075415,           0.0075415
                 151,            0.020773,           0.0064218,           0.0012603,             0.98145,             0.98229,             0.98999,             0.79512,            0.017485,           0.0028342,          0.00017942,            0.007525,            0.007525,            0.007525
                 152,            0.020377,           0.0063432,           0.0013298,             0.95665,             0.97233,             0.98601,             0.79055,            0.017979,            0.002887,          0.00030241,           0.0075085,           0.0075085,           0.0075085
                 153,            0.020311,           0.0062165,           0.0010101,             0.97832,             0.98034,               0.988,             0.79439,            0.017656,           0.0028824,          0.00015787,            0.007492,            0.007492,            0.007492
                 154,            0.020609,           0.0065145,          0.00097242,             0.96581,             0.97587,             0.98866,             0.79509,            0.017611,           0.0028973,           0.0001697,           0.0074755,           0.0074755,           0.0074755
                 155,             0.02059,           0.0063996,          0.00096448,             0.98672,             0.98989,             0.99119,             0.80794,            0.016919,            0.002804,          0.00018206,            0.007459,            0.007459,            0.007459
                 156,            0.020315,           0.0063493,          0.00066988,             0.98418,             0.98434,             0.98965,             0.80624,            0.016966,           0.0028141,          0.00019693,           0.0074425,           0.0074425,           0.0074425
                 157,            0.020224,           0.0064569,           0.0010304,              0.9819,             0.98754,             0.99011,             0.80604,            0.016926,           0.0028171,          0.00020569,            0.007426,            0.007426,            0.007426
                 158,             0.01971,           0.0061875,           0.0008103,             0.98538,             0.98719,             0.98994,             0.80261,             0.01684,           0.0028159,          0.00016978,           0.0074095,           0.0074095,           0.0074095
                 159,            0.020403,           0.0062687,          0.00072104,              0.9825,             0.98266,             0.98956,             0.80593,            0.016883,           0.0027947,          0.00012631,            0.007393,            0.007393,            0.007393
                 160,            0.020138,            0.006244,          0.00080934,             0.97921,             0.98085,             0.99039,             0.80383,            0.017025,           0.0028025,          0.00016949,           0.0073765,           0.0073765,           0.0073765
                 161,            0.019677,           0.0062522,           0.0010705,             0.98231,              0.9837,             0.99117,             0.80736,            0.017003,           0.0028161,            0.000207,             0.00736,             0.00736,             0.00736
                 162,            0.020065,           0.0063225,           0.0011003,             0.98279,              0.9881,             0.99011,             0.80348,            0.016973,           0.0028056,           0.0001949,           0.0073435,           0.0073435,           0.0073435
                 163,            0.020103,           0.0060381,          0.00078628,             0.98506,              0.9837,               0.989,              0.8076,            0.017035,           0.0027889,          0.00011857,            0.007327,            0.007327,            0.007327
                 164,            0.020094,           0.0062086,          0.00083424,              0.9826,             0.98836,              0.9933,             0.79941,            0.017335,           0.0028077,          0.00014934,           0.0073105,           0.0073105,           0.0073105
                 165,             0.02035,           0.0062619,           0.0007543,             0.97879,             0.98064,               0.986,             0.80211,            0.017082,           0.0027929,           0.0001851,            0.007294,            0.007294,            0.007294
                 166,            0.020102,           0.0062456,          0.00089486,             0.97971,             0.97994,             0.98348,             0.80369,            0.016949,           0.0028019,          0.00010691,           0.0072775,           0.0072775,           0.0072775
                 167,            0.020434,           0.0063025,           0.0010092,              0.9858,             0.98649,             0.98639,             0.79919,            0.017014,           0.0028005,          0.00023029,            0.007261,            0.007261,            0.007261
                 168,            0.020037,           0.0061513,          0.00066204,             0.98667,             0.99009,             0.99106,             0.80812,            0.016489,           0.0027716,          0.00012725,           0.0072445,           0.0072445,           0.0072445
                 169,            0.019825,           0.0059575,          0.00095363,             0.97715,             0.97994,             0.98839,             0.80031,            0.017556,           0.0028809,          0.00013301,            0.007228,            0.007228,            0.007228
                 170,            0.020123,           0.0061959,          0.00087094,             0.98168,             0.98445,             0.98877,             0.80395,            0.016919,           0.0027969,          0.00013679,           0.0072115,           0.0072115,           0.0072115
                 171,            0.019947,            0.006257,          0.00092593,             0.98387,             0.98427,             0.98901,             0.80636,            0.016775,           0.0027888,           0.0001267,            0.007195,            0.007195,            0.007195
                 172,            0.019855,           0.0061794,          0.00074599,             0.98674,              0.9881,             0.99065,             0.80695,            0.016545,           0.0027685,          0.00012289,           0.0071785,           0.0071785,           0.0071785
                 173,            0.019845,           0.0061421,          0.00083915,             0.97356,             0.97723,             0.98512,             0.80407,            0.017453,           0.0028483,          0.00013569,            0.007162,            0.007162,            0.007162
                 174,            0.020301,           0.0062953,           0.0010395,              0.9872,             0.98739,             0.98953,             0.80516,            0.016587,           0.0027639,          0.00022227,           0.0071455,           0.0071455,           0.0071455
                 175,             0.01961,           0.0061944,          0.00099216,             0.98699,             0.98822,              0.9892,             0.80343,            0.016768,           0.0027449,          0.00020506,            0.007129,            0.007129,            0.007129
                 176,            0.019612,           0.0060741,          0.00087307,             0.98612,              0.9881,             0.98933,             0.80456,             0.01674,           0.0027928,          0.00013571,           0.0071125,           0.0071125,           0.0071125
                 177,            0.019902,            0.006274,          0.00083625,             0.98385,             0.98943,             0.99038,             0.80921,            0.016753,            0.002745,          0.00012015,            0.007096,            0.007096,            0.007096
                 178,            0.020332,           0.0063459,          0.00070637,             0.98711,             0.98886,             0.98939,             0.80764,            0.016889,           0.0027465,          0.00012968,           0.0070795,           0.0070795,           0.0070795
                 179,            0.019959,           0.0060104,          0.00083647,             0.98496,              0.9881,             0.99043,             0.80955,            0.016893,           0.0027466,          0.00010102,            0.007063,            0.007063,            0.007063
                 180,            0.019474,            0.006108,          0.00066104,             0.98536,             0.99393,             0.99092,              0.8138,            0.016426,           0.0027236,          9.4757e-05,           0.0070465,           0.0070465,           0.0070465
                 181,            0.019588,           0.0061795,           0.0012464,             0.98625,             0.98537,              0.9883,             0.81001,            0.016575,           0.0027488,          0.00024686,             0.00703,             0.00703,             0.00703
                 182,            0.019841,           0.0061445,          0.00066274,             0.99172,             0.99155,             0.99185,             0.81388,            0.016691,           0.0027291,          0.00011094,           0.0070135,           0.0070135,           0.0070135
                 183,            0.019671,           0.0062642,          0.00069201,             0.98366,             0.98595,             0.98964,             0.80946,            0.017075,           0.0027599,          0.00013095,            0.006997,            0.006997,            0.006997
                 184,            0.019905,           0.0061791,           0.0011634,             0.99042,             0.99262,             0.99193,             0.81557,            0.016261,           0.0027193,          0.00015301,           0.0069805,           0.0069805,           0.0069805
                 185,            0.019272,            0.006142,          0.00090392,             0.98795,             0.99004,             0.98947,             0.81075,            0.016719,           0.0027306,          0.00029529,            0.006964,            0.006964,            0.006964
                 186,            0.019004,           0.0060747,           0.0012476,             0.99234,             0.99267,             0.99112,             0.81334,            0.016389,           0.0027196,          0.00021813,           0.0069475,           0.0069475,           0.0069475
                 187,            0.019092,           0.0058868,          0.00096376,             0.98985,             0.99103,             0.99151,             0.81912,            0.016214,           0.0026906,          0.00012603,            0.006931,            0.006931,            0.006931
                 188,            0.018724,           0.0062618,          0.00078537,             0.98764,              0.9881,             0.99116,             0.82122,            0.016239,           0.0026751,          0.00010673,           0.0069145,           0.0069145,           0.0069145
                 189,             0.01993,           0.0059296,          0.00093978,             0.98605,             0.98665,             0.98934,             0.81542,            0.016312,           0.0027136,          0.00014061,            0.006898,            0.006898,            0.006898
                 190,            0.019236,            0.005869,          0.00080548,             0.98901,             0.99018,             0.99114,             0.81536,            0.016302,           0.0027367,          0.00012553,           0.0068815,           0.0068815,           0.0068815
                 191,            0.019976,           0.0062337,          0.00089746,             0.98589,              0.9881,             0.98781,             0.81319,            0.016439,           0.0027207,          0.00011747,            0.006865,            0.006865,            0.006865
                 192,            0.019701,           0.0062191,             0.00102,             0.97916,             0.99023,             0.98531,             0.81353,             0.01649,           0.0027218,          9.1042e-05,           0.0068485,           0.0068485,           0.0068485
                 193,            0.019875,           0.0060975,          0.00068851,             0.98923,             0.99081,             0.99195,             0.81289,            0.016396,           0.0027121,          0.00010757,            0.006832,            0.006832,            0.006832
                 194,            0.019713,           0.0060058,          0.00068035,             0.98602,             0.99059,             0.99145,             0.81447,            0.016348,           0.0027186,          0.00011761,           0.0068155,           0.0068155,           0.0068155
                 195,            0.019406,           0.0060915,          0.00088631,             0.98357,             0.98743,             0.99129,             0.81371,            0.016438,           0.0027169,          0.00011016,            0.006799,            0.006799,            0.006799
                 196,            0.019741,           0.0062512,          0.00073945,             0.98272,             0.99185,               0.991,             0.81705,            0.016171,           0.0027022,          9.7119e-05,           0.0067825,           0.0067825,           0.0067825
                 197,            0.019177,           0.0059489,          0.00087904,             0.98652,             0.99312,             0.99065,             0.81865,            0.016292,           0.0026892,          0.00011895,            0.006766,            0.006766,            0.006766
                 198,            0.019035,           0.0060861,           0.0010921,             0.98602,             0.99004,             0.99098,             0.81525,            0.016293,           0.0027268,          0.00011929,           0.0067495,           0.0067495,           0.0067495
                 199,            0.019437,           0.0061268,          0.00064492,             0.98887,              0.9917,             0.99187,             0.81979,            0.016051,           0.0026868,          0.00011632,            0.006733,            0.006733,            0.006733
                 200,            0.018964,           0.0061206,          0.00088457,             0.98724,             0.99069,             0.99213,              0.8152,            0.016156,           0.0026683,          9.8422e-05,           0.0067165,           0.0067165,           0.0067165
                 201,            0.019154,           0.0059261,          0.00061723,             0.98269,               0.989,             0.99162,             0.81655,            0.016185,           0.0027011,           0.0001097,              0.0067,              0.0067,              0.0067
                 202,            0.019171,           0.0060305,          0.00061317,             0.98993,             0.99476,              0.9922,             0.82016,            0.015832,           0.0027064,          9.5593e-05,           0.0066835,           0.0066835,           0.0066835
                 203,            0.019086,            0.006037,          0.00054564,              0.9924,             0.99444,             0.99206,             0.82064,            0.015889,            0.002678,          9.3468e-05,            0.006667,            0.006667,            0.006667
                 204,            0.018807,           0.0058237,          0.00058065,             0.98929,             0.99198,             0.99311,             0.81649,            0.016075,           0.0026925,          9.8336e-05,           0.0066505,           0.0066505,           0.0066505
                 205,            0.018922,           0.0056753,          0.00064495,             0.99236,             0.99444,             0.99375,             0.82037,            0.015724,           0.0026956,          0.00011792,            0.006634,            0.006634,            0.006634
                 206,            0.019125,           0.0059769,          0.00059823,             0.99131,             0.99275,             0.99249,             0.82125,            0.015814,           0.0026642,           9.792e-05,           0.0066175,           0.0066175,           0.0066175
                 207,            0.019132,           0.0060591,          0.00053689,              0.9921,             0.99353,              0.9921,             0.82242,            0.015784,           0.0026523,          0.00013768,            0.006601,            0.006601,            0.006601
                 208,            0.019704,           0.0061838,          0.00066757,             0.98228,             0.98964,             0.99099,             0.81956,            0.016009,           0.0027026,          9.8571e-05,           0.0065845,           0.0065845,           0.0065845
                 209,            0.019367,           0.0062126,          0.00093865,             0.99219,             0.99489,             0.99301,              0.8244,            0.015922,           0.0026981,          9.8955e-05,            0.006568,            0.006568,            0.006568
                 210,            0.018668,           0.0060444,          0.00095034,             0.99184,             0.99353,             0.99341,             0.82374,            0.015773,           0.0026687,          8.8042e-05,           0.0065515,           0.0065515,           0.0065515
                 211,            0.018764,            0.005718,          0.00083365,             0.98826,             0.99117,             0.99197,             0.82168,            0.015847,           0.0026838,           9.257e-05,            0.006535,            0.006535,            0.006535
                 212,            0.019102,           0.0060509,           0.0007669,             0.99254,             0.99272,             0.99255,             0.82466,            0.015763,           0.0026869,           9.253e-05,           0.0065185,           0.0065185,           0.0065185
                 213,            0.019239,             0.00605,          0.00057488,             0.99087,              0.9938,             0.99214,              0.8236,            0.015897,           0.0026508,          8.6669e-05,            0.006502,            0.006502,            0.006502
                 214,            0.018727,           0.0056753,          0.00085476,             0.98916,             0.99146,             0.99167,             0.82022,            0.016048,           0.0026572,          9.7421e-05,           0.0064855,           0.0064855,           0.0064855
                 215,            0.018985,           0.0060502,          0.00065769,             0.99026,             0.99486,              0.9927,             0.82171,            0.015927,            0.002673,          0.00010707,            0.006469,            0.006469,            0.006469
                 216,            0.018956,           0.0060025,          0.00085076,             0.98843,             0.99081,             0.99246,             0.82533,            0.015825,           0.0026697,          0.00010171,           0.0064525,           0.0064525,           0.0064525
                 217,            0.018793,           0.0058754,          0.00073499,             0.99118,             0.99418,             0.99281,             0.82254,            0.015716,           0.0026471,          0.00013942,            0.006436,            0.006436,            0.006436
                 218,             0.01913,           0.0059622,          0.00076138,             0.97268,             0.97913,             0.98999,             0.81552,            0.016367,           0.0027092,          0.00017139,           0.0064195,           0.0064195,           0.0064195
                 219,            0.019265,           0.0059177,           0.0011492,             0.99064,             0.99081,             0.99164,             0.82125,            0.016039,           0.0026489,          0.00012717,            0.006403,            0.006403,            0.006403
                 220,            0.019252,           0.0062156,          0.00070971,             0.97896,             0.99005,             0.99002,             0.81443,            0.016259,           0.0026743,          0.00013057,           0.0063865,           0.0063865,           0.0063865
                 221,            0.018796,           0.0059697,          0.00097918,             0.98195,             0.98559,             0.98934,              0.8188,            0.015997,           0.0026728,          9.8008e-05,             0.00637,             0.00637,             0.00637
                 222,            0.018995,           0.0060945,          0.00063151,             0.98333,             0.98471,             0.99097,             0.81894,            0.015928,           0.0026593,          8.1609e-05,           0.0063535,           0.0063535,           0.0063535
                 223,            0.018976,            0.006024,           0.0006594,             0.98742,             0.99343,             0.99234,             0.82793,            0.015707,           0.0026313,           9.922e-05,            0.006337,            0.006337,            0.006337
                 224,            0.018538,           0.0056946,          0.00060707,             0.98808,             0.99216,             0.99204,             0.82306,            0.015725,           0.0026099,          0.00014369,           0.0063205,           0.0063205,           0.0063205
                 225,            0.018731,            0.005909,          0.00064255,              0.9897,             0.99126,             0.99178,             0.82289,            0.015941,           0.0026363,          8.8651e-05,            0.006304,            0.006304,            0.006304
                 226,            0.018883,           0.0060922,           0.0005814,             0.96355,             0.97994,             0.98692,             0.81419,            0.016892,           0.0027324,          7.5411e-05,           0.0062875,           0.0062875,           0.0062875
                 227,            0.018837,           0.0059318,          0.00082592,             0.96921,             0.98324,             0.98695,             0.81542,            0.016497,           0.0027413,          8.5659e-05,            0.006271,            0.006271,            0.006271
                 228,            0.018749,           0.0059565,          0.00077647,              0.9772,             0.98959,             0.99127,             0.82448,            0.015889,           0.0026534,          0.00010449,           0.0062545,           0.0062545,           0.0062545
                 229,            0.018981,           0.0059811,          0.00042319,             0.97752,              0.9934,             0.99192,             0.82598,            0.015991,           0.0026645,          8.1563e-05,            0.006238,            0.006238,            0.006238
                 230,            0.019064,           0.0060953,          0.00067343,             0.98299,             0.99273,             0.99282,             0.82539,            0.016003,           0.0026579,          9.0335e-05,           0.0062215,           0.0062215,           0.0062215
                 231,            0.018243,           0.0059244,          0.00082198,             0.98465,             0.98816,             0.99288,              0.8284,            0.015889,           0.0026427,           0.0001062,            0.006205,            0.006205,            0.006205
                 232,            0.018374,            0.005908,           0.0013185,             0.97524,             0.98619,             0.99051,             0.81932,            0.016291,           0.0027149,          0.00010002,           0.0061885,           0.0061885,           0.0061885
                 233,            0.019062,           0.0059571,          0.00056591,             0.99377,             0.99272,             0.99335,             0.82745,            0.015548,           0.0026426,          9.7662e-05,            0.006172,            0.006172,            0.006172
                 234,            0.018601,           0.0060332,          0.00073945,             0.99219,             0.99313,             0.99339,             0.82691,             0.01557,           0.0026385,          9.0983e-05,           0.0061555,           0.0061555,           0.0061555
                 235,            0.018634,           0.0060809,          0.00078344,             0.98021,             0.98887,             0.99248,             0.82558,            0.015759,           0.0026479,          0.00010096,            0.006139,            0.006139,            0.006139
                 236,             0.01835,           0.0057686,          0.00055996,             0.97996,             0.98906,              0.9925,             0.82513,            0.015841,           0.0026431,          8.3966e-05,           0.0061225,           0.0061225,           0.0061225
                 237,            0.018599,           0.0060312,          0.00081758,             0.98127,             0.99466,             0.99229,             0.82898,            0.015691,           0.0026221,          8.2292e-05,            0.006106,            0.006106,            0.006106
                 238,            0.018293,            0.005755,          0.00064033,             0.99074,             0.99353,             0.99353,             0.82898,            0.015373,           0.0025952,          8.9624e-05,           0.0060895,           0.0060895,           0.0060895
                 239,            0.018455,            0.005834,          0.00065073,             0.99172,             0.99353,             0.99274,             0.83381,            0.015394,           0.0025951,          0.00011293,            0.006073,            0.006073,            0.006073
                 240,            0.018669,           0.0060224,          0.00068763,             0.98969,             0.99255,             0.99208,             0.82957,             0.01562,           0.0026392,          0.00011482,           0.0060565,           0.0060565,           0.0060565
                 241,            0.018894,           0.0059784,           0.0008008,             0.98958,             0.99227,              0.9922,             0.82536,            0.015689,           0.0026161,          0.00010196,             0.00604,             0.00604,             0.00604
                 242,            0.018825,           0.0060351,          0.00083149,             0.98816,             0.98887,             0.99204,             0.82452,            0.015851,           0.0026483,           9.457e-05,           0.0060235,           0.0060235,           0.0060235
                 243,            0.018151,            0.005801,          0.00053209,             0.98707,             0.98913,             0.99212,             0.82966,            0.015666,           0.0026316,          9.4813e-05,            0.006007,            0.006007,            0.006007
                 244,            0.018085,           0.0058654,          0.00063248,             0.99258,             0.99469,             0.99347,             0.82919,            0.015332,           0.0025965,          9.1803e-05,           0.0059905,           0.0059905,           0.0059905
                 245,             0.01843,           0.0059985,          0.00055236,             0.99227,             0.99262,             0.99308,             0.82893,            0.015466,             0.00262,           9.081e-05,            0.005974,            0.005974,            0.005974
                 246,            0.018512,           0.0058016,          0.00046636,             0.99301,             0.99507,             0.99314,              0.8306,            0.015265,           0.0026092,          8.0964e-05,           0.0059575,           0.0059575,           0.0059575
                 247,            0.018448,           0.0056627,          0.00074043,             0.98192,             0.98394,             0.99159,             0.82775,            0.015804,            0.002667,          8.5676e-05,            0.005941,            0.005941,            0.005941
                 248,            0.018778,            0.006074,          0.00060103,             0.98286,             0.98664,               0.991,             0.82944,            0.015636,           0.0026425,           8.194e-05,           0.0059245,           0.0059245,           0.0059245
                 249,            0.018786,           0.0059793,          0.00070448,              0.9869,             0.98586,             0.99184,             0.82769,            0.015677,           0.0026395,          8.2288e-05,            0.005908,            0.005908,            0.005908
                 250,            0.018214,            0.005801,          0.00042969,             0.99003,             0.99105,             0.99219,             0.83043,            0.015345,           0.0026032,          8.3968e-05,           0.0058915,           0.0058915,           0.0058915
                 251,            0.018721,           0.0057367,           0.0004834,             0.99039,              0.9925,             0.99254,             0.82738,            0.015329,           0.0026045,          7.4044e-05,            0.005875,            0.005875,            0.005875
                 252,            0.018531,           0.0058964,          0.00041959,             0.99138,              0.9919,             0.99259,             0.83075,            0.015303,           0.0025853,          7.5328e-05,           0.0058585,           0.0058585,           0.0058585
                 253,            0.018257,           0.0057742,           0.0005272,             0.99201,             0.99334,             0.99224,             0.83113,            0.015286,           0.0025726,          8.9835e-05,            0.005842,            0.005842,            0.005842
                 254,            0.018391,            0.005892,          0.00066301,              0.9914,             0.99338,             0.99196,             0.83052,            0.015329,           0.0025695,          0.00013252,           0.0058255,           0.0058255,           0.0058255
                 255,            0.018532,           0.0059211,          0.00058561,             0.99141,             0.99329,             0.99175,             0.83043,            0.015335,           0.0025605,          9.1611e-05,            0.005809,            0.005809,            0.005809
                 256,            0.018248,           0.0057024,           0.0006975,             0.99144,             0.99333,             0.99313,             0.83188,            0.015255,            0.002568,           7.811e-05,           0.0057925,           0.0057925,           0.0057925
                 257,             0.01851,           0.0059529,          0.00074145,             0.98596,             0.98779,             0.99267,             0.83089,            0.015531,           0.0025731,          7.1479e-05,            0.005776,            0.005776,            0.005776
                 258,            0.018031,           0.0056754,          0.00061027,             0.99211,              0.9934,             0.99176,             0.83328,            0.015337,           0.0025402,          8.6973e-05,           0.0057595,           0.0057595,           0.0057595
                 259,            0.018302,           0.0060287,          0.00035447,             0.98535,             0.99046,             0.99183,             0.83401,            0.015544,           0.0025796,          7.9878e-05,            0.005743,            0.005743,            0.005743
                 260,            0.018351,            0.005873,          0.00065053,              0.9938,             0.99444,             0.99292,             0.83304,            0.015198,            0.002575,          7.7339e-05,           0.0057265,           0.0057265,           0.0057265
                 261,            0.017868,           0.0056424,           0.0005544,             0.99377,             0.99431,             0.99368,             0.83466,            0.015166,           0.0025651,           9.808e-05,             0.00571,             0.00571,             0.00571
                 262,            0.018274,           0.0057944,          0.00043534,             0.99142,             0.99249,             0.99258,             0.83258,            0.015344,           0.0025791,          8.6332e-05,           0.0056935,           0.0056935,           0.0056935
                 263,            0.018434,           0.0058421,          0.00066671,             0.99233,              0.9934,             0.99272,             0.83594,            0.015303,           0.0025602,          8.2463e-05,            0.005677,            0.005677,            0.005677
                 264,            0.018295,           0.0059948,          0.00053692,             0.99148,             0.99271,              0.9929,             0.83615,            0.015165,           0.0025522,          7.8842e-05,           0.0056605,           0.0056605,           0.0056605
                 265,            0.018091,           0.0057842,           0.0004955,             0.99143,             0.99249,             0.99302,             0.83547,            0.015175,           0.0025581,          7.6421e-05,            0.005644,            0.005644,            0.005644
                 266,            0.018091,           0.0058291,          0.00055885,             0.99211,              0.9934,             0.99308,             0.83591,            0.015152,           0.0025779,          7.1652e-05,           0.0056275,           0.0056275,           0.0056275
                 267,            0.018305,           0.0059652,          0.00040771,             0.99219,              0.9934,             0.99266,             0.83673,             0.01505,           0.0025427,           7.418e-05,            0.005611,            0.005611,            0.005611
                 268,            0.018043,           0.0056794,          0.00046664,             0.99186,             0.99249,             0.99384,             0.83334,            0.015257,           0.0025554,          9.0446e-05,           0.0055945,           0.0055945,           0.0055945
                 269,             0.01835,           0.0057303,          0.00061872,             0.99203,             0.99262,             0.99336,              0.8334,            0.015339,           0.0025506,          9.7618e-05,            0.005578,            0.005578,            0.005578
                 270,            0.018037,           0.0058673,          0.00084757,             0.99224,             0.99262,             0.99243,             0.83407,             0.01521,           0.0025594,          0.00010215,           0.0055615,           0.0055615,           0.0055615
                 271,            0.018204,           0.0058433,          0.00054807,             0.99218,             0.99262,             0.99325,             0.83148,            0.015179,           0.0025623,          0.00010412,            0.005545,            0.005545,            0.005545
                 272,            0.017756,           0.0057357,          0.00054319,             0.99189,              0.9934,             0.99331,             0.83488,            0.015058,           0.0025321,          8.4081e-05,           0.0055285,           0.0055285,           0.0055285
                 273,            0.018105,             0.00577,          0.00062684,             0.99292,             0.99275,             0.99354,             0.83695,            0.015105,           0.0025434,          7.2586e-05,            0.005512,            0.005512,            0.005512
                 274,            0.018678,           0.0059126,          0.00079099,             0.99287,             0.99431,              0.9938,             0.83893,             0.01499,           0.0025361,           9.063e-05,           0.0054955,           0.0054955,           0.0054955
                 275,            0.017747,           0.0056607,           0.0006905,             0.99295,             0.99431,             0.99374,             0.84035,            0.014986,           0.0025354,           7.758e-05,            0.005479,            0.005479,            0.005479
                 276,            0.018109,           0.0057196,          0.00045853,             0.99304,             0.99431,             0.99373,             0.83955,            0.015093,           0.0025365,          6.3665e-05,           0.0054625,           0.0054625,           0.0054625
                 277,             0.01775,           0.0057586,          0.00039754,             0.99246,             0.99444,             0.99414,             0.83909,            0.014873,           0.0025229,          6.5585e-05,            0.005446,            0.005446,            0.005446
                 278,            0.018137,           0.0057909,          0.00063165,             0.99022,             0.99542,             0.99361,             0.83737,            0.014885,           0.0025157,          7.1658e-05,           0.0054295,           0.0054295,           0.0054295
                 279,            0.017752,           0.0056761,          0.00039149,             0.99243,              0.9934,             0.99291,             0.83552,            0.014989,            0.002543,          8.1613e-05,            0.005413,            0.005413,            0.005413
                 280,            0.017656,           0.0056023,          0.00041868,             0.98919,             0.99482,              0.9931,              0.8371,            0.015047,           0.0025313,          8.3895e-05,           0.0053965,           0.0053965,           0.0053965
                 281,            0.018123,           0.0058104,          0.00088196,             0.99077,             0.99499,             0.99419,             0.84074,            0.014891,           0.0025135,          8.2403e-05,             0.00538,             0.00538,             0.00538
                 282,            0.018036,           0.0057829,          0.00047362,             0.99252,             0.99505,             0.99341,             0.84063,            0.014818,           0.0024959,          0.00010072,           0.0053635,           0.0053635,           0.0053635
                 283,            0.017196,           0.0056982,          0.00038963,             0.99128,             0.99418,             0.99329,             0.83753,            0.014808,           0.0025009,          8.9195e-05,            0.005347,            0.005347,            0.005347
                 284,            0.017794,            0.005873,          0.00041514,             0.99312,             0.99456,              0.9933,             0.83556,            0.014921,           0.0025155,          7.5063e-05,           0.0053305,           0.0053305,           0.0053305
                 285,            0.017871,           0.0056643,          0.00032281,             0.99219,             0.99431,             0.99303,             0.83718,            0.014859,           0.0025215,          6.2704e-05,            0.005314,            0.005314,            0.005314
                 286,            0.017433,           0.0057069,          0.00032433,             0.99218,             0.99353,             0.99314,             0.83497,            0.015015,           0.0025277,          6.2523e-05,           0.0052975,           0.0052975,           0.0052975
                 287,            0.017621,           0.0056954,          0.00064327,             0.99225,             0.99429,             0.99285,             0.83672,            0.014855,           0.0025209,          6.4458e-05,            0.005281,            0.005281,            0.005281
                 288,            0.017962,           0.0056368,          0.00064481,             0.99277,             0.99463,             0.99261,             0.84178,            0.014836,           0.0025092,          7.3784e-05,           0.0052645,           0.0052645,           0.0052645
                 289,            0.017203,           0.0057199,          0.00047627,             0.99244,             0.99506,             0.99287,              0.8402,            0.014766,            0.002493,          6.8585e-05,            0.005248,            0.005248,            0.005248
                 290,            0.017896,           0.0058018,          0.00064538,              0.9925,             0.99436,             0.99273,             0.83999,            0.014789,           0.0024924,          7.4184e-05,           0.0052315,           0.0052315,           0.0052315
                 291,            0.017362,           0.0056885,          0.00060642,             0.99184,             0.99427,              0.9928,             0.83866,            0.014793,           0.0025135,          8.0421e-05,            0.005215,            0.005215,            0.005215
                 292,            0.016952,           0.0056379,          0.00040416,             0.99244,             0.99499,             0.99303,             0.83873,            0.014821,           0.0025121,          6.7091e-05,           0.0051985,           0.0051985,           0.0051985
                 293,            0.017603,           0.0056581,          0.00041159,             0.99277,             0.99345,             0.99294,              0.8406,            0.014788,           0.0025124,          5.7229e-05,            0.005182,            0.005182,            0.005182
                 294,            0.017287,           0.0055651,          0.00057388,             0.99066,             0.99251,             0.99275,             0.83826,              0.0148,           0.0025038,          5.7615e-05,           0.0051655,           0.0051655,           0.0051655
                 295,            0.017562,           0.0058993,           0.0003634,             0.99251,             0.99351,             0.99305,             0.83876,            0.014727,           0.0025073,          6.3198e-05,            0.005149,            0.005149,            0.005149
                 296,            0.017343,            0.005653,          0.00044493,             0.99327,             0.99444,             0.99336,             0.84034,            0.014625,           0.0025087,          6.8471e-05,           0.0051325,           0.0051325,           0.0051325
                 297,            0.017203,           0.0056519,           0.0005642,             0.99068,             0.99172,              0.9928,              0.8403,            0.014792,           0.0025278,          7.2074e-05,            0.005116,            0.005116,            0.005116
                 298,            0.017116,           0.0056338,          0.00044024,             0.99232,              0.9934,             0.99248,             0.84079,            0.014737,           0.0025073,          7.0389e-05,           0.0050995,           0.0050995,           0.0050995
                 299,            0.017304,           0.0055896,          0.00054629,             0.99218,             0.99419,              0.9925,             0.83997,            0.014784,           0.0025035,          7.0004e-05,            0.005083,            0.005083,            0.005083
                 300,             0.01715,           0.0053948,           0.0004269,             0.99267,              0.9949,             0.99269,             0.84274,            0.014655,           0.0024958,          7.3704e-05,           0.0050665,           0.0050665,           0.0050665
                 301,            0.017992,           0.0057138,          0.00040415,             0.99187,             0.99419,             0.99316,             0.84562,            0.014584,           0.0024827,          6.6237e-05,             0.00505,             0.00505,             0.00505
                 302,            0.017244,           0.0055779,          0.00046715,             0.99332,             0.99343,             0.99401,             0.84556,            0.014563,            0.002495,          6.1987e-05,           0.0050335,           0.0050335,           0.0050335
                 303,            0.017051,           0.0056399,          0.00032917,              0.9925,             0.99504,             0.99376,             0.84356,            0.014501,           0.0024821,          5.8333e-05,            0.005017,            0.005017,            0.005017
                 304,            0.017461,           0.0056031,          0.00059326,             0.99309,             0.99516,             0.99336,             0.84545,            0.014482,           0.0024686,          6.3292e-05,           0.0050005,           0.0050005,           0.0050005
