               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.025348,           0.0072426,           0.0026896,             0.94365,             0.95148,             0.96065,             0.70084,            0.021832,            0.003449,          0.00084235,           0.0096535,           0.0096535,           0.0096535
                  37,             0.02564,           0.0073109,           0.0029188,             0.92522,             0.95277,             0.95035,             0.67006,            0.023271,           0.0034776,          0.00098874,           0.0096436,           0.0096436,           0.0096436
                  38,            0.025818,           0.0074939,           0.0024517,             0.94236,             0.96002,             0.95206,             0.69471,            0.021926,           0.0034313,          0.00091293,           0.0096337,           0.0096337,           0.0096337
                  39,            0.025827,           0.0076291,           0.0023332,             0.93834,             0.94151,             0.96206,             0.70846,              0.0214,           0.0034428,           0.0010921,           0.0096238,           0.0096238,           0.0096238
                  40,            0.025683,           0.0074315,           0.0028925,             0.94703,              0.9528,             0.96318,              0.7006,            0.022327,           0.0033922,          0.00090449,           0.0096139,           0.0096139,           0.0096139
                  41,            0.025855,           0.0071742,           0.0027351,             0.94058,             0.94785,             0.95883,             0.70857,            0.021178,            0.003375,           0.0013801,            0.009604,            0.009604,            0.009604
                  42,             0.02522,           0.0075539,           0.0027497,             0.94436,             0.95303,             0.96502,             0.72084,             0.02179,           0.0033412,          0.00099689,           0.0095941,           0.0095941,           0.0095941
                  43,            0.025821,           0.0071105,           0.0022688,             0.94896,             0.95235,              0.9628,             0.71689,            0.021599,           0.0033274,          0.00072593,           0.0095842,           0.0095842,           0.0095842
                  44,            0.024641,            0.007061,           0.0022721,             0.94655,             0.94998,             0.96272,             0.70048,            0.021928,           0.0033719,          0.00058504,           0.0095743,           0.0095743,           0.0095743
                  45,            0.024886,            0.007205,           0.0023838,              0.9418,             0.96222,             0.94848,             0.70268,            0.022148,           0.0033242,          0.00046855,           0.0095644,           0.0095644,           0.0095644
                  46,            0.025348,            0.007435,            0.002051,             0.94707,             0.95587,             0.96183,             0.71685,            0.021468,           0.0033495,          0.00065372,           0.0095545,           0.0095545,           0.0095545
                  47,            0.024221,           0.0070279,           0.0017392,             0.94804,              0.9512,             0.96611,             0.72897,            0.020782,           0.0033361,          0.00071635,           0.0095446,           0.0095446,           0.0095446
                  48,            0.025085,           0.0073842,           0.0023692,             0.95093,             0.95544,             0.97022,             0.71016,            0.021053,           0.0033209,          0.00059728,           0.0095347,           0.0095347,           0.0095347
                  49,            0.024768,           0.0072076,           0.0019954,             0.92854,             0.96129,             0.96191,             0.71846,            0.021416,           0.0033759,          0.00055384,           0.0095248,           0.0095248,           0.0095248
                  50,            0.023762,           0.0068025,           0.0018829,             0.94831,              0.9529,             0.96911,             0.72162,             0.02141,           0.0032876,          0.00045109,           0.0095149,           0.0095149,           0.0095149
                  51,             0.02425,           0.0070411,           0.0016341,             0.95107,             0.95705,              0.9674,             0.73223,             0.02066,            0.003285,          0.00051096,            0.009505,            0.009505,            0.009505
                  52,            0.024251,           0.0071304,           0.0023134,             0.94239,             0.94358,             0.94766,             0.71917,            0.021353,           0.0033083,          0.00055164,           0.0094951,           0.0094951,           0.0094951
                  53,            0.025104,           0.0073415,           0.0015713,             0.94642,             0.96209,             0.97171,             0.73451,            0.020454,           0.0032295,          0.00042259,           0.0094852,           0.0094852,           0.0094852
                  54,             0.02473,           0.0069537,           0.0023155,             0.93597,             0.95122,             0.95752,             0.69678,            0.021731,           0.0033438,           0.0013288,           0.0094753,           0.0094753,           0.0094753
                  55,            0.024175,           0.0069577,           0.0023687,             0.93161,             0.96087,             0.96657,             0.72964,            0.020566,           0.0032689,          0.00055411,           0.0094654,           0.0094654,           0.0094654
                  56,             0.02422,           0.0070569,           0.0020253,             0.94619,             0.95458,             0.96135,             0.73504,             0.02021,           0.0032203,          0.00051911,           0.0094555,           0.0094555,           0.0094555
                  57,            0.024065,           0.0070951,           0.0019201,             0.95055,             0.95749,             0.96912,             0.73563,            0.020013,           0.0032695,          0.00047957,           0.0094456,           0.0094456,           0.0094456
                  58,            0.023987,           0.0069986,           0.0021713,             0.95272,             0.95818,             0.96187,             0.73409,            0.020712,           0.0032157,          0.00048618,           0.0094357,           0.0094357,           0.0094357
                  59,            0.024979,           0.0072474,           0.0013287,             0.93119,             0.96532,             0.96915,             0.72454,            0.020833,           0.0032556,          0.00040141,           0.0094258,           0.0094258,           0.0094258
                  60,            0.024172,           0.0071111,           0.0018547,             0.94773,             0.95257,             0.96846,             0.73857,            0.020493,           0.0032196,          0.00084642,           0.0094159,           0.0094159,           0.0094159
                  61,            0.023737,           0.0070572,           0.0019658,             0.95175,             0.95597,             0.95891,              0.7205,            0.020943,           0.0033812,          0.00043685,            0.009406,            0.009406,            0.009406
                  62,            0.023583,           0.0069513,           0.0017542,             0.94507,             0.95045,             0.96883,             0.73507,            0.020664,            0.003283,          0.00097139,           0.0093961,           0.0093961,           0.0093961
                  63,            0.023283,           0.0069175,           0.0017291,             0.94563,             0.95814,             0.97267,             0.74693,            0.020205,           0.0032201,          0.00059119,           0.0093862,           0.0093862,           0.0093862
                  64,            0.022817,           0.0069571,           0.0016101,             0.95142,             0.95708,             0.97179,             0.74167,             0.02028,           0.0032345,          0.00048969,           0.0093763,           0.0093763,           0.0093763
                  65,            0.023175,           0.0067487,           0.0016495,             0.95346,             0.95832,             0.96515,             0.73321,            0.020969,           0.0032151,          0.00038426,           0.0093664,           0.0093664,           0.0093664
                  66,            0.023598,           0.0070044,            0.001388,             0.95357,             0.95937,             0.97112,             0.74048,            0.020474,           0.0031961,          0.00031556,           0.0093565,           0.0093565,           0.0093565
                  67,            0.023248,           0.0069938,           0.0013431,             0.95086,             0.95602,             0.97079,              0.7536,            0.020087,           0.0031782,          0.00039616,           0.0093466,           0.0093466,           0.0093466
                  68,            0.023589,           0.0069918,           0.0016301,             0.94735,             0.95263,             0.96505,             0.73979,             0.01999,           0.0031957,          0.00074926,           0.0093367,           0.0093367,           0.0093367
                  69,            0.023361,           0.0070425,           0.0022595,             0.94628,             0.95388,             0.96003,              0.7355,            0.020485,           0.0032481,          0.00045564,           0.0093268,           0.0093268,           0.0093268
                  70,             0.02289,           0.0068526,           0.0014119,             0.94743,             0.95924,             0.97122,             0.74792,            0.019955,           0.0031776,          0.00035195,           0.0093169,           0.0093169,           0.0093169
                  71,            0.023398,            0.006646,           0.0016496,             0.94363,             0.96649,             0.97395,             0.74452,            0.020005,           0.0031613,          0.00035027,            0.009307,            0.009307,            0.009307
                  72,            0.022777,           0.0069275,           0.0022305,             0.95225,             0.95541,             0.97711,             0.75164,            0.020171,           0.0031683,           0.0003742,           0.0092971,           0.0092971,           0.0092971
                  73,             0.02251,           0.0068586,           0.0017027,             0.95666,             0.96273,             0.97218,             0.74374,            0.019745,           0.0031334,          0.00044201,           0.0092872,           0.0092872,           0.0092872
                  74,            0.023006,           0.0068003,           0.0015191,             0.94307,             0.95363,             0.97082,             0.74481,            0.020026,           0.0031961,           0.0003118,           0.0092773,           0.0092773,           0.0092773
                  75,             0.02314,           0.0067194,           0.0015375,             0.95935,             0.96419,             0.97501,             0.75783,            0.019811,           0.0031414,           0.0003143,           0.0092674,           0.0092674,           0.0092674
                  76,            0.023203,           0.0070292,           0.0014347,             0.94271,             0.94953,             0.97025,             0.74558,            0.019917,           0.0031603,          0.00051347,           0.0092575,           0.0092575,           0.0092575
                  77,            0.022771,           0.0067129,           0.0013455,             0.95172,             0.96165,             0.97303,             0.75134,            0.019627,            0.003175,           0.0002645,           0.0092476,           0.0092476,           0.0092476
                  78,            0.022884,           0.0065504,           0.0015841,              0.9408,             0.94732,             0.97378,             0.75616,             0.01993,           0.0031709,          0.00030422,           0.0092377,           0.0092377,           0.0092377
                  79,             0.02229,           0.0067452,            0.001325,             0.94761,             0.95367,              0.9754,             0.75101,            0.019849,           0.0031319,          0.00039237,           0.0092278,           0.0092278,           0.0092278
                  80,            0.023175,           0.0067924,           0.0013509,             0.94202,             0.96225,             0.96931,             0.75546,            0.019768,           0.0031408,           0.0003325,           0.0092179,           0.0092179,           0.0092179
                  81,             0.02231,           0.0065739,           0.0016231,             0.94904,             0.96195,             0.97253,               0.754,            0.019556,           0.0031441,          0.00038285,            0.009208,            0.009208,            0.009208
                  82,            0.022945,           0.0067257,            0.001218,             0.95106,             0.96135,             0.96934,             0.75861,            0.019701,           0.0031231,          0.00022413,           0.0091981,           0.0091981,           0.0091981
                  83,            0.022336,            0.006735,           0.0013654,             0.95352,             0.95832,             0.97506,             0.75866,            0.020117,             0.00314,          0.00029527,           0.0091882,           0.0091882,           0.0091882
                  84,            0.022548,           0.0067669,           0.0018252,             0.95085,              0.9578,             0.97468,             0.74363,            0.020256,           0.0031844,          0.00026402,           0.0091783,           0.0091783,           0.0091783
                  85,            0.022591,           0.0068652,           0.0020899,             0.95804,             0.96351,             0.97707,             0.76285,            0.019214,           0.0031188,          0.00036326,           0.0091684,           0.0091684,           0.0091684
                  86,             0.02243,            0.006867,           0.0019002,             0.96087,             0.96442,             0.97511,              0.7621,            0.019377,           0.0030863,          0.00021392,           0.0091585,           0.0091585,           0.0091585
                  87,            0.022564,            0.006902,           0.0015223,              0.9575,             0.96171,             0.97857,             0.75984,            0.019256,           0.0031487,           0.0004558,           0.0091486,           0.0091486,           0.0091486
                  88,            0.022346,            0.007045,            0.001377,             0.93994,             0.96118,             0.97527,             0.75632,            0.019874,            0.003151,          0.00040461,           0.0091387,           0.0091387,           0.0091387
                  89,            0.023028,           0.0066893,            0.001511,             0.95381,             0.95846,             0.97743,             0.76894,            0.019194,           0.0030972,          0.00043789,           0.0091288,           0.0091288,           0.0091288
                  90,            0.021943,           0.0066604,           0.0014313,             0.95265,             0.95261,             0.97173,             0.75986,            0.019531,           0.0030919,          0.00068154,           0.0091189,           0.0091189,           0.0091189
                  91,            0.023247,           0.0069348,           0.0013662,             0.94841,             0.96199,             0.97761,             0.76269,            0.019759,            0.003104,          0.00036322,            0.009109,            0.009109,            0.009109
                  92,            0.022641,           0.0066711,           0.0010991,             0.95116,             0.95169,             0.97091,             0.76216,            0.019688,           0.0031054,          0.00026004,           0.0090991,           0.0090991,           0.0090991
                  93,            0.022356,           0.0065176,           0.0011879,              0.9551,             0.96105,             0.97803,              0.7705,            0.018752,           0.0030907,          0.00040283,           0.0090892,           0.0090892,           0.0090892
                  94,            0.022077,           0.0065622,             0.00112,             0.95387,             0.96267,             0.97695,               0.767,             0.01878,           0.0030719,           0.0002637,           0.0090793,           0.0090793,           0.0090793
                  95,            0.022001,           0.0067684,           0.0010976,             0.95431,             0.95932,             0.97736,             0.76589,            0.019321,           0.0032033,          0.00018991,           0.0090694,           0.0090694,           0.0090694
                  96,            0.022665,           0.0067765,           0.0013762,              0.9513,             0.96364,             0.98245,             0.77696,            0.019063,           0.0030869,          0.00021177,           0.0090595,           0.0090595,           0.0090595
                  97,            0.022531,           0.0068682,            0.001445,              0.9451,             0.96874,              0.9788,             0.77394,             0.01897,           0.0030665,          0.00027372,           0.0090496,           0.0090496,           0.0090496
                  98,            0.021862,           0.0063631,           0.0012209,             0.96187,             0.96526,             0.98353,             0.77031,             0.01923,           0.0030733,          0.00023846,           0.0090397,           0.0090397,           0.0090397
                  99,            0.021486,           0.0064671,           0.0012924,             0.95855,             0.96286,             0.98502,             0.76976,            0.018737,           0.0030479,          0.00028035,           0.0090298,           0.0090298,           0.0090298
                 100,            0.021847,           0.0066369,           0.0012351,             0.94637,             0.96294,              0.9808,             0.77708,            0.019483,           0.0031341,          0.00039727,           0.0090199,           0.0090199,           0.0090199
                 101,            0.022033,           0.0067869,           0.0017727,             0.96189,             0.96075,             0.98465,             0.77481,            0.018987,           0.0031233,          0.00032645,             0.00901,             0.00901,             0.00901
                 102,            0.022542,           0.0067798,           0.0010714,             0.96433,             0.96817,             0.98386,             0.77971,            0.018781,           0.0030319,          0.00017934,           0.0090001,           0.0090001,           0.0090001
                 103,            0.022405,           0.0067071,           0.0013729,             0.94696,             0.97125,             0.98392,             0.76791,            0.018855,           0.0030825,          0.00040591,           0.0089902,           0.0089902,           0.0089902
                 104,            0.021966,           0.0066917,            0.001066,             0.95514,              0.9727,             0.98204,             0.77444,            0.018594,           0.0030453,          0.00020705,           0.0089803,           0.0089803,           0.0089803
                 105,            0.021501,           0.0065798,           0.0010025,             0.97377,             0.97723,             0.98866,             0.77785,            0.018544,           0.0030261,          0.00022161,           0.0089704,           0.0089704,           0.0089704
                 106,             0.02196,            0.006379,          0.00091038,             0.95166,             0.97541,             0.98358,             0.77269,            0.018867,           0.0030211,          0.00028115,           0.0089605,           0.0089605,           0.0089605
                 107,            0.022047,           0.0065836,           0.0014989,             0.96235,              0.9638,             0.98509,             0.77874,            0.018764,           0.0030038,          0.00037912,           0.0089506,           0.0089506,           0.0089506
                 108,            0.022025,           0.0066952,           0.0014282,             0.95995,             0.96011,             0.97827,             0.78032,            0.018999,           0.0030288,          0.00037144,           0.0089407,           0.0089407,           0.0089407
                 109,            0.022116,           0.0066985,           0.0017525,             0.96075,              0.9636,             0.97746,             0.76199,            0.018897,           0.0030429,           0.0002116,           0.0089308,           0.0089308,           0.0089308
                 110,            0.022042,           0.0063826,          0.00083992,             0.96172,             0.97813,              0.9855,             0.78286,            0.018342,           0.0029978,          0.00033472,           0.0089209,           0.0089209,           0.0089209
                 111,            0.021876,           0.0065461,           0.0016758,             0.96206,             0.98007,             0.98594,             0.78439,            0.018507,           0.0029675,          0.00025183,            0.008911,            0.008911,            0.008911
                 112,            0.021344,           0.0067275,           0.0014054,             0.96474,             0.97316,             0.98659,             0.77652,            0.018571,           0.0030055,          0.00037576,           0.0089011,           0.0089011,           0.0089011
                 113,            0.021876,           0.0065716,           0.0013462,             0.95457,             0.97904,             0.98373,             0.78185,            0.018619,           0.0030713,          0.00024349,           0.0088912,           0.0088912,           0.0088912
                 114,            0.021637,           0.0066777,           0.0012309,              0.9659,             0.97053,             0.98402,             0.78511,            0.018404,           0.0030288,           0.0002851,           0.0088813,           0.0088813,           0.0088813
                 115,            0.022178,           0.0064622,           0.0010708,             0.96387,              0.9736,             0.98499,             0.77743,            0.018523,           0.0030032,          0.00020704,           0.0088714,           0.0088714,           0.0088714
                 116,            0.021472,           0.0066007,           0.0012507,             0.96273,             0.97904,             0.98485,             0.78347,            0.018491,           0.0029934,          0.00023657,           0.0088615,           0.0088615,           0.0088615
                 117,            0.022267,             0.00658,           0.0010744,             0.95719,             0.97464,             0.98545,             0.77681,            0.018316,           0.0029913,          0.00022635,           0.0088516,           0.0088516,           0.0088516
                 118,            0.022191,           0.0066204,          0.00099271,             0.95597,              0.9653,             0.98416,              0.7752,            0.018786,           0.0030403,          0.00019215,           0.0088417,           0.0088417,           0.0088417
                 119,             0.02176,           0.0065198,           0.0014114,             0.97609,             0.97813,             0.98929,             0.77862,            0.018555,            0.003008,          0.00015152,           0.0088318,           0.0088318,           0.0088318
                 120,            0.021349,            0.006496,           0.0016783,             0.96874,             0.96992,             0.98607,             0.78634,             0.01817,           0.0029668,           0.0003125,           0.0088219,           0.0088219,           0.0088219
                 121,            0.021219,           0.0063846,           0.0013259,             0.94661,             0.95127,             0.96147,             0.76169,            0.019331,           0.0031374,          0.00022131,            0.008812,            0.008812,            0.008812
                 122,            0.021611,            0.006744,          0.00094021,             0.95837,             0.97736,             0.98671,             0.78772,            0.018199,           0.0029662,          0.00027435,           0.0088021,           0.0088021,           0.0088021
                 123,             0.02175,           0.0066557,           0.0012775,             0.97121,              0.9768,             0.99029,             0.78382,             0.01805,             0.00295,          0.00023713,           0.0087922,           0.0087922,           0.0087922
                 124,            0.021869,           0.0065471,          0.00079364,             0.96961,             0.97438,             0.98404,             0.78881,            0.018159,           0.0029304,          0.00027313,           0.0087823,           0.0087823,           0.0087823
                 125,            0.020842,           0.0064086,          0.00092208,             0.95934,             0.97257,             0.98483,             0.78252,             0.01814,            0.002909,          0.00027497,           0.0087724,           0.0087724,           0.0087724
                 126,            0.021066,           0.0064008,           0.0010485,             0.96793,             0.96998,             0.98398,             0.79147,            0.018127,           0.0029259,          0.00024568,           0.0087625,           0.0087625,           0.0087625
                 127,            0.021091,           0.0066548,           0.0010789,              0.9594,             0.95911,             0.98091,             0.78471,              0.0186,           0.0030061,          0.00017644,           0.0087526,           0.0087526,           0.0087526
                 128,            0.021252,           0.0065661,           0.0009626,             0.97628,             0.97816,             0.98876,             0.78976,            0.017784,           0.0029766,          0.00018538,           0.0087427,           0.0087427,           0.0087427
                 129,            0.021912,           0.0065318,          0.00084228,             0.93382,             0.96454,             0.97975,              0.7771,             0.01885,           0.0030641,          0.00018214,           0.0087328,           0.0087328,           0.0087328
                 130,            0.021051,           0.0063212,           0.0011406,             0.96287,             0.97826,             0.98798,             0.79349,            0.017858,           0.0029127,          0.00022766,           0.0087229,           0.0087229,           0.0087229
                 131,            0.020768,           0.0065467,           0.0010786,             0.95774,              0.9761,               0.989,             0.78868,            0.018064,           0.0029182,           0.0001993,            0.008713,            0.008713,            0.008713
                 132,            0.020874,           0.0064109,           0.0007611,             0.96268,             0.96162,             0.98717,              0.7829,              0.0182,           0.0029374,          0.00019978,           0.0087031,           0.0087031,           0.0087031
                 133,            0.021185,           0.0063622,           0.0013546,             0.94955,             0.98628,             0.98558,             0.79353,            0.018096,           0.0029433,          0.00019878,           0.0086932,           0.0086932,           0.0086932
                 134,            0.021217,           0.0063805,           0.0010176,             0.98173,             0.98279,             0.99061,             0.79361,            0.017869,           0.0029088,          0.00016475,           0.0086833,           0.0086833,           0.0086833
                 135,            0.021123,           0.0064449,          0.00098978,             0.96375,             0.98719,             0.98955,             0.79747,            0.017732,           0.0028775,           0.0002059,           0.0086734,           0.0086734,           0.0086734
                 136,            0.020928,           0.0064415,           0.0011672,             0.97611,             0.97866,             0.98942,             0.79097,            0.017653,           0.0029451,          0.00027287,           0.0086635,           0.0086635,           0.0086635
                 137,            0.021726,           0.0064209,           0.0008491,             0.95091,             0.96364,             0.98358,             0.78594,            0.018594,           0.0029978,          0.00018884,           0.0086536,           0.0086536,           0.0086536
                 138,            0.020748,           0.0063565,          0.00084526,             0.97685,              0.9849,             0.99066,             0.79019,            0.017701,           0.0028777,          0.00019027,           0.0086437,           0.0086437,           0.0086437
                 139,            0.020774,           0.0063745,          0.00097069,             0.97277,             0.97904,             0.98739,             0.79325,            0.017592,           0.0028602,           0.0001665,           0.0086338,           0.0086338,           0.0086338
                 140,            0.020654,           0.0064959,          0.00090895,             0.97156,              0.9727,             0.98196,             0.78844,            0.017902,            0.002898,          0.00022913,           0.0086239,           0.0086239,           0.0086239
                 141,             0.02041,           0.0062896,           0.0010926,             0.96492,             0.96918,             0.98491,             0.78657,            0.018207,           0.0029544,           0.0002047,            0.008614,            0.008614,            0.008614
                 142,            0.020641,           0.0062173,           0.0015695,             0.97112,             0.97145,             0.98481,             0.79059,            0.017824,           0.0029446,          0.00025616,           0.0086041,           0.0086041,           0.0086041
                 143,            0.020988,           0.0066869,           0.0013489,             0.95357,             0.97167,             0.98087,             0.79056,            0.017813,           0.0029528,          0.00016477,           0.0085942,           0.0085942,           0.0085942
                 144,            0.021119,           0.0064015,          0.00093165,              0.9767,             0.97813,             0.98836,             0.79704,            0.017677,           0.0028748,           0.0001454,           0.0085843,           0.0085843,           0.0085843
                 145,            0.020907,           0.0061907,           0.0011058,             0.95335,             0.97541,             0.98305,             0.78712,            0.018283,           0.0029418,          0.00016374,           0.0085744,           0.0085744,           0.0085744
                 146,             0.02043,           0.0063483,          0.00087518,             0.97626,             0.97891,             0.98955,             0.80004,            0.017436,           0.0028946,          0.00016933,           0.0085645,           0.0085645,           0.0085645
                 147,            0.021138,           0.0065003,           0.0012789,             0.96369,             0.98344,             0.98464,             0.79423,            0.017863,           0.0029331,          0.00031059,           0.0085546,           0.0085546,           0.0085546
                 148,            0.020903,           0.0064787,           0.0014845,             0.97737,             0.98162,              0.9898,              0.7935,            0.017711,           0.0029111,          0.00017324,           0.0085447,           0.0085447,           0.0085447
                 149,            0.020257,           0.0062666,           0.0015112,             0.97514,             0.98425,             0.99017,             0.79879,            0.017557,           0.0028955,          0.00032698,           0.0085348,           0.0085348,           0.0085348
                 150,            0.021801,           0.0065231,           0.0011936,             0.96949,             0.97388,             0.98603,             0.78818,            0.017922,           0.0028833,          0.00017907,           0.0085249,           0.0085249,           0.0085249
                 151,            0.021381,            0.006527,           0.0010876,             0.96114,             0.96907,             0.98539,              0.7904,            0.018086,           0.0029367,           0.0002623,            0.008515,            0.008515,            0.008515
                 152,            0.020764,           0.0064075,           0.0013924,             0.97683,             0.97179,             0.98885,              0.7897,            0.018111,            0.002923,          0.00016397,           0.0085051,           0.0085051,           0.0085051
