               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 221,            0.018913,           0.0060554,           0.0009122,             0.98594,             0.99228,             0.99301,             0.82183,            0.016004,           0.0026762,          0.00011511,            0.007822,            0.007822,            0.007822
                 222,            0.019498,           0.0061261,          0.00071411,             0.98604,             0.98978,             0.99197,             0.81496,            0.016074,           0.0026724,          0.00011316,           0.0078121,           0.0078121,           0.0078121
                 223,            0.019453,            0.006136,          0.00093313,             0.99143,             0.99248,             0.99199,             0.82059,            0.015898,           0.0026647,          0.00011271,           0.0078022,           0.0078022,           0.0078022
                 224,            0.019337,           0.0058291,          0.00078517,             0.98969,             0.99262,             0.99153,             0.81922,            0.015873,            0.002654,          0.00011763,           0.0077923,           0.0077923,           0.0077923
                 225,            0.019026,            0.005923,          0.00080436,             0.99091,             0.99239,             0.99114,             0.81984,            0.015981,           0.0026668,          0.00011407,           0.0077824,           0.0077824,           0.0077824
                 226,            0.019222,           0.0061647,          0.00071055,             0.99219,             0.99353,             0.99234,             0.82045,            0.016216,           0.0027017,            0.000123,           0.0077725,           0.0077725,           0.0077725
                 227,            0.019182,           0.0060072,          0.00092161,             0.98594,             0.99091,             0.99127,             0.81834,            0.016265,           0.0027328,          0.00012668,           0.0077626,           0.0077626,           0.0077626
                 228,            0.019405,           0.0061043,          0.00098152,             0.99123,             0.99353,             0.99243,             0.81597,            0.015956,           0.0026845,          0.00013059,           0.0077527,           0.0077527,           0.0077527
                 229,            0.019811,            0.006181,          0.00075039,             0.98982,             0.99192,              0.9925,             0.81696,            0.016277,           0.0026835,          9.6276e-05,           0.0077428,           0.0077428,           0.0077428
                 230,            0.019576,           0.0061975,          0.00099425,              0.9905,              0.9934,             0.99121,             0.81605,            0.016079,           0.0026801,           0.0001137,           0.0077329,           0.0077329,           0.0077329
                 231,            0.019039,           0.0060637,          0.00085195,             0.98806,             0.99262,             0.99236,             0.82085,            0.015926,           0.0026774,          0.00010509,            0.007723,            0.007723,            0.007723
                 232,            0.018735,           0.0059933,          0.00099382,             0.98906,             0.98822,             0.99111,               0.814,            0.016085,            0.002709,          0.00024243,           0.0077131,           0.0077131,           0.0077131
                 233,            0.019629,           0.0060899,          0.00095709,             0.99005,             0.99144,             0.99111,             0.81617,            0.016107,           0.0026722,          0.00015854,           0.0077032,           0.0077032,           0.0077032
                 234,            0.019293,           0.0061606,          0.00093436,             0.99003,             0.98822,             0.99181,             0.81971,            0.016135,            0.002684,          0.00013059,           0.0076933,           0.0076933,           0.0076933
                 235,            0.019424,           0.0062702,          0.00091441,             0.98342,             0.98628,             0.99147,             0.81833,             0.01613,           0.0026839,          0.00011568,           0.0076834,           0.0076834,           0.0076834
                 236,            0.019137,           0.0058733,           0.0007025,             0.98349,             0.98792,             0.99156,             0.82244,            0.016196,           0.0026836,          9.9599e-05,           0.0076735,           0.0076735,           0.0076735
                 237,            0.019258,           0.0061019,          0.00081395,             0.98543,             0.99262,             0.99198,              0.8241,            0.015996,            0.002673,          0.00012164,           0.0076636,           0.0076636,           0.0076636
                 238,            0.018856,           0.0058304,          0.00069337,             0.98897,             0.99172,              0.9924,             0.82506,            0.015778,           0.0026648,          0.00011261,           0.0076537,           0.0076537,           0.0076537
                 239,            0.018945,            0.005921,          0.00079763,              0.9872,               0.989,             0.99109,             0.82247,             0.01598,            0.002678,           0.0001183,           0.0076438,           0.0076438,           0.0076438
                 240,            0.019247,           0.0060338,          0.00062345,             0.98398,             0.99242,             0.99136,             0.82185,            0.015975,           0.0026704,          0.00010771,           0.0076339,           0.0076339,           0.0076339
                 241,            0.019234,           0.0060377,          0.00083647,             0.97644,             0.99065,             0.99007,             0.81892,            0.016113,           0.0026845,          0.00012815,            0.007624,            0.007624,            0.007624
                 242,             0.01944,           0.0061237,          0.00054007,             0.97984,             0.99121,             0.98982,             0.82212,            0.016111,           0.0026737,          0.00012724,           0.0076141,           0.0076141,           0.0076141
                 243,            0.018601,             0.00585,          0.00058849,               0.987,             0.99255,             0.99161,             0.82265,            0.015748,           0.0026493,          0.00012039,           0.0076042,           0.0076042,           0.0076042
                 244,            0.018811,           0.0060069,          0.00079629,             0.98782,             0.99154,             0.99145,              0.8242,            0.015643,           0.0026372,          0.00013159,           0.0075943,           0.0075943,           0.0075943
                 245,            0.019115,           0.0061076,          0.00055763,             0.98709,             0.98732,             0.98974,             0.82189,            0.015845,           0.0026833,          0.00030116,           0.0075844,           0.0075844,           0.0075844
                 246,            0.019298,           0.0058921,          0.00061731,             0.98702,              0.9925,             0.99147,             0.82041,            0.015732,            0.002668,          0.00028199,           0.0075745,           0.0075745,           0.0075745
                 247,            0.018947,           0.0058067,          0.00081974,             0.98862,             0.98991,             0.99191,             0.82318,            0.015903,           0.0026706,          0.00014423,           0.0075646,           0.0075646,           0.0075646
                 248,            0.019361,           0.0060982,           0.0008067,             0.98529,             0.98641,              0.9902,             0.82379,            0.015936,           0.0026952,          0.00013135,           0.0075547,           0.0075547,           0.0075547
                 249,            0.019093,           0.0059852,          0.00073537,             0.98311,              0.9888,             0.99247,             0.82183,            0.015771,            0.002705,          0.00013269,           0.0075448,           0.0075448,           0.0075448
                 250,            0.019037,           0.0059612,          0.00063917,             0.99007,             0.99168,             0.99213,             0.82444,            0.015685,           0.0026677,          0.00011029,           0.0075349,           0.0075349,           0.0075349
                 251,            0.019064,           0.0058219,          0.00058934,             0.99037,             0.99272,             0.99199,             0.82425,            0.015735,           0.0026756,          0.00012458,            0.007525,            0.007525,            0.007525
                 252,             0.01929,           0.0060873,          0.00069919,             0.99239,             0.99297,             0.99123,             0.82432,             0.01564,           0.0026593,          0.00012231,           0.0075151,           0.0075151,           0.0075151
                 253,            0.018861,           0.0059255,          0.00089965,             0.98853,             0.99238,             0.99128,             0.82416,            0.015761,           0.0026469,          0.00011959,           0.0075052,           0.0075052,           0.0075052
                 254,            0.019261,           0.0061899,          0.00079493,             0.99138,             0.99498,             0.99268,             0.82471,             0.01583,           0.0026465,          0.00011769,           0.0074953,           0.0074953,           0.0074953
                 255,            0.019643,           0.0061663,          0.00080836,             0.99232,             0.99435,             0.99325,             0.82543,            0.015677,           0.0026289,          0.00010753,           0.0074854,           0.0074854,           0.0074854
                 256,            0.018722,           0.0058464,          0.00062533,              0.9889,             0.98991,             0.99346,             0.82531,            0.015676,           0.0026288,          9.7418e-05,           0.0074755,           0.0074755,           0.0074755
                 257,            0.019188,            0.006027,          0.00054267,             0.99187,             0.99471,             0.99288,             0.83193,            0.015507,           0.0025854,          0.00010423,           0.0074656,           0.0074656,           0.0074656
                 258,            0.018764,           0.0057482,          0.00059442,             0.99353,             0.99452,             0.99225,             0.83344,            0.015361,           0.0025867,          9.8541e-05,           0.0074557,           0.0074557,           0.0074557
                 259,            0.018616,           0.0060414,          0.00063312,             0.99343,             0.99444,             0.99224,             0.83224,            0.015275,           0.0025706,          0.00010508,           0.0074458,           0.0074458,           0.0074458
                 260,            0.019022,           0.0059502,          0.00078384,             0.99307,             0.99498,             0.99219,             0.82933,            0.015331,           0.0025992,          0.00011782,           0.0074359,           0.0074359,           0.0074359
                 261,             0.01875,           0.0058254,          0.00056636,             0.99179,             0.99507,             0.99329,             0.83006,            0.015388,           0.0025997,          0.00011455,            0.007426,            0.007426,            0.007426
                 262,            0.019041,           0.0058995,          0.00079473,              0.9931,             0.99353,             0.99344,             0.83317,            0.015409,           0.0025905,            0.000102,           0.0074161,           0.0074161,           0.0074161
                 263,             0.01896,           0.0059381,          0.00062494,             0.99432,             0.99349,              0.9936,              0.8345,            0.015416,           0.0025736,          0.00011101,           0.0074062,           0.0074062,           0.0074062
                 264,            0.018799,           0.0061134,          0.00049453,             0.99263,             0.99451,             0.99331,             0.83301,            0.015245,            0.002584,          0.00012792,           0.0073963,           0.0073963,           0.0073963
                 265,            0.018658,           0.0058834,          0.00068521,             0.99259,             0.99353,             0.99295,             0.83327,            0.015211,           0.0026032,          9.8572e-05,           0.0073864,           0.0073864,           0.0073864
                 266,            0.018636,           0.0059316,          0.00071568,             0.99215,             0.99331,             0.99288,             0.83054,            0.015238,           0.0026091,          0.00010104,           0.0073765,           0.0073765,           0.0073765
                 267,            0.019013,           0.0061469,          0.00055147,             0.97344,             0.98281,             0.99079,             0.82603,            0.015921,           0.0026713,          8.0059e-05,           0.0073666,           0.0073666,           0.0073666
                 268,            0.018798,           0.0058574,          0.00056453,             0.98854,             0.99081,             0.99357,             0.82463,            0.015502,           0.0026332,          9.1802e-05,           0.0073567,           0.0073567,           0.0073567
                 269,            0.018921,           0.0058539,          0.00068266,             0.99168,             0.99262,             0.99361,             0.82886,            0.015411,           0.0026447,          0.00010671,           0.0073468,           0.0073468,           0.0073468
                 270,            0.018613,            0.005981,          0.00052024,              0.9923,             0.99262,             0.99236,             0.83143,            0.015454,           0.0026155,          0.00010386,           0.0073369,           0.0073369,           0.0073369
                 271,            0.018794,           0.0059925,          0.00079857,              0.9894,             0.99081,             0.99233,             0.83147,            0.015519,           0.0026197,          0.00012563,            0.007327,            0.007327,            0.007327
                 272,             0.01837,           0.0058652,          0.00071925,             0.99007,             0.99306,             0.99296,             0.83092,            0.015479,           0.0025995,          0.00010899,           0.0073171,           0.0073171,           0.0073171
                 273,            0.018636,           0.0058895,          0.00095949,             0.98992,             0.99431,             0.99327,             0.83093,            0.015467,           0.0025964,          0.00012171,           0.0073072,           0.0073072,           0.0073072
                 274,            0.019087,           0.0059841,          0.00079099,             0.99185,             0.99395,             0.99359,             0.83203,            0.015357,           0.0026016,          0.00012085,           0.0072973,           0.0072973,           0.0072973
                 275,            0.018285,           0.0058507,           0.0007394,             0.99116,             0.99249,              0.9938,             0.83181,            0.015264,           0.0025944,          0.00012554,           0.0072874,           0.0072874,           0.0072874
                 276,            0.018905,           0.0058681,          0.00059763,             0.99283,             0.99444,             0.99403,             0.83385,            0.015229,           0.0025863,          9.9837e-05,           0.0072775,           0.0072775,           0.0072775
                 277,            0.018292,           0.0058586,          0.00048589,             0.99234,             0.99506,             0.99397,             0.83143,            0.015197,           0.0025815,          0.00010879,           0.0072676,           0.0072676,           0.0072676
                 278,            0.018562,           0.0058782,          0.00079719,             0.99148,              0.9934,              0.9929,             0.83371,             0.01528,           0.0025882,          0.00010837,           0.0072577,           0.0072577,           0.0072577
                 279,            0.018537,            0.005901,          0.00071101,             0.99125,              0.9934,             0.99235,             0.83227,            0.015296,           0.0025917,          0.00010718,           0.0072478,           0.0072478,           0.0072478
                 280,            0.018248,           0.0057245,          0.00094638,             0.99013,              0.9941,             0.99249,             0.83214,            0.015233,           0.0025976,           0.0001111,           0.0072379,           0.0072379,           0.0072379
                 281,             0.01901,           0.0060183,          0.00077342,              0.9912,             0.99291,             0.99313,             0.83324,            0.015189,           0.0026059,          0.00010884,            0.007228,            0.007228,            0.007228
                 282,            0.018748,           0.0059615,          0.00079413,             0.98901,             0.99115,             0.99275,             0.83334,            0.015264,           0.0026142,          0.00016292,           0.0072181,           0.0072181,           0.0072181
                 283,            0.018158,           0.0059363,          0.00060223,             0.99287,             0.99366,             0.99299,              0.8308,            0.015235,           0.0026049,          0.00010527,           0.0072082,           0.0072082,           0.0072082
                 284,              0.0187,           0.0060634,          0.00063876,             0.99161,             0.99284,             0.99262,             0.83325,            0.015225,           0.0026046,          0.00010141,           0.0071983,           0.0071983,           0.0071983
                 285,            0.018851,           0.0059117,          0.00047817,             0.99132,             0.99275,             0.99257,             0.83363,            0.015188,           0.0026023,          8.8346e-05,           0.0071884,           0.0071884,           0.0071884
                 286,            0.018354,           0.0058584,          0.00048067,             0.98344,             0.98439,             0.99177,             0.83397,            0.015489,           0.0026158,          8.4196e-05,           0.0071785,           0.0071785,           0.0071785
                 287,            0.018434,            0.005928,          0.00085225,              0.9906,             0.99172,             0.99308,               0.836,            0.015187,           0.0025755,           8.055e-05,           0.0071686,           0.0071686,           0.0071686
                 288,            0.018647,           0.0058437,          0.00063792,             0.98809,             0.98909,              0.9923,              0.8338,            0.015437,           0.0025834,          8.2709e-05,           0.0071587,           0.0071587,           0.0071587
                 289,            0.018121,           0.0059338,          0.00062073,             0.98947,             0.99094,             0.99197,             0.83355,            0.015299,            0.002592,          8.2449e-05,           0.0071488,           0.0071488,           0.0071488
                 290,            0.018804,           0.0060061,          0.00064404,             0.98803,             0.99285,             0.99229,             0.83407,            0.015185,           0.0025742,           0.0001017,           0.0071389,           0.0071389,           0.0071389
                 291,            0.018562,             0.00591,          0.00075057,             0.98853,             0.99275,             0.99264,             0.83073,            0.015267,           0.0025847,          9.3368e-05,            0.007129,            0.007129,            0.007129
                 292,            0.017939,           0.0058447,          0.00047088,             0.98918,             0.99262,             0.99335,             0.83211,            0.015241,           0.0025765,          8.1075e-05,           0.0071191,           0.0071191,           0.0071191
                 293,            0.018867,           0.0059811,          0.00051214,              0.9917,             0.99262,             0.99349,             0.83223,            0.015164,           0.0025899,          6.7854e-05,           0.0071092,           0.0071092,           0.0071092
                 294,            0.018442,           0.0058309,          0.00061803,             0.99134,             0.99337,               0.993,             0.83306,            0.015098,           0.0025871,          7.0316e-05,           0.0070993,           0.0070993,           0.0070993
                 295,            0.018691,           0.0061213,          0.00060344,             0.99322,             0.99451,             0.99265,             0.83475,            0.015134,           0.0025746,            8.09e-05,           0.0070894,           0.0070894,           0.0070894
                 296,            0.018595,            0.005961,           0.0013524,             0.99132,             0.99444,             0.99215,             0.83294,            0.015211,           0.0025882,          9.2764e-05,           0.0070795,           0.0070795,           0.0070795
                 297,            0.018277,           0.0058752,          0.00069866,             0.99338,             0.99454,             0.99247,             0.83182,            0.015223,           0.0025862,           9.603e-05,           0.0070696,           0.0070696,           0.0070696
                 298,            0.018104,           0.0058613,          0.00070398,             0.98543,             0.98972,             0.99152,             0.83229,            0.015483,           0.0026011,          9.6146e-05,           0.0070597,           0.0070597,           0.0070597
                 299,            0.018198,           0.0058395,          0.00073734,             0.98879,             0.99039,             0.99138,             0.83208,            0.015379,           0.0025948,          0.00010458,           0.0070498,           0.0070498,           0.0070498
                 300,            0.018144,           0.0055708,          0.00037889,             0.99098,             0.99508,             0.99235,             0.83276,            0.015104,           0.0025733,          8.9082e-05,           0.0070399,           0.0070399,           0.0070399
                 301,            0.018743,           0.0058722,          0.00054722,             0.99097,             0.99444,             0.99339,             0.83213,            0.014963,           0.0025633,          9.0677e-05,             0.00703,             0.00703,             0.00703
                 302,            0.017939,            0.005703,          0.00053557,              0.9925,             0.99359,             0.99352,             0.83398,            0.014954,            0.002534,          9.5038e-05,           0.0070201,           0.0070201,           0.0070201
                 303,            0.018036,           0.0058416,          0.00049767,             0.99248,             0.99363,             0.99252,             0.83607,            0.014885,           0.0025405,          9.4748e-05,           0.0070102,           0.0070102,           0.0070102
                 304,            0.018354,           0.0057767,          0.00067228,             0.99227,              0.9942,             0.99252,             0.83795,            0.014884,           0.0025381,          8.3487e-05,           0.0070003,           0.0070003,           0.0070003
                 305,            0.018098,           0.0058583,          0.00070583,             0.99194,             0.99356,              0.9923,             0.83446,            0.014976,           0.0025483,          9.1974e-05,           0.0069904,           0.0069904,           0.0069904
                 306,            0.018557,           0.0059269,          0.00063826,             0.99196,             0.99431,              0.9924,             0.83772,            0.014927,           0.0025513,          9.6632e-05,           0.0069805,           0.0069805,           0.0069805
                 307,            0.018598,           0.0057607,          0.00089181,             0.99204,             0.99431,             0.99295,             0.83353,            0.015025,           0.0025688,          9.2355e-05,           0.0069706,           0.0069706,           0.0069706
                 308,            0.018795,           0.0057549,          0.00063578,             0.99282,             0.99521,             0.99298,             0.83515,            0.015102,            0.002581,          8.9872e-05,           0.0069607,           0.0069607,           0.0069607
                 309,            0.018249,           0.0058252,          0.00045746,             0.99362,             0.99564,             0.99349,             0.83374,            0.015009,           0.0025695,          8.2654e-05,           0.0069508,           0.0069508,           0.0069508
                 310,            0.018384,           0.0057668,          0.00050871,             0.99367,              0.9957,             0.99338,             0.83805,            0.014961,           0.0025269,           8.221e-05,           0.0069409,           0.0069409,           0.0069409
                 311,            0.018147,           0.0058482,          0.00086164,             0.98754,             0.99191,             0.99152,             0.83535,            0.015177,           0.0025522,          8.5733e-05,            0.006931,            0.006931,            0.006931
                 312,            0.018909,           0.0061169,          0.00093773,             0.99083,             0.99192,             0.99088,             0.83172,            0.015076,           0.0025575,          9.6785e-05,           0.0069211,           0.0069211,           0.0069211
                 313,            0.018226,           0.0059527,          0.00079016,              0.9886,             0.99431,              0.9923,             0.83704,            0.014909,           0.0025496,          0.00010387,           0.0069112,           0.0069112,           0.0069112
                 314,            0.018524,           0.0060523,          0.00091296,             0.99161,             0.99262,             0.99261,              0.8348,            0.014827,            0.002548,          9.2677e-05,           0.0069013,           0.0069013,           0.0069013
                 315,            0.018054,           0.0059706,           0.0005953,             0.99203,             0.99353,             0.99298,             0.83443,            0.014799,           0.0025544,          8.5167e-05,           0.0068914,           0.0068914,           0.0068914
                 316,            0.018603,           0.0057628,          0.00080195,              0.9895,             0.99081,             0.99242,             0.83238,            0.015023,           0.0025478,          8.5959e-05,           0.0068815,           0.0068815,           0.0068815
                 317,            0.017831,           0.0056986,          0.00057692,             0.99024,             0.99172,             0.99314,             0.83329,            0.015036,           0.0025374,          9.0097e-05,           0.0068716,           0.0068716,           0.0068716
                 318,             0.01816,           0.0055787,          0.00054462,             0.99175,             0.99419,             0.99329,             0.83399,            0.015022,           0.0025464,          8.1313e-05,           0.0068617,           0.0068617,           0.0068617
                 319,            0.018285,           0.0058152,            0.000494,              0.9932,             0.99512,             0.99345,             0.83617,            0.014896,           0.0025357,          7.9074e-05,           0.0068518,           0.0068518,           0.0068518
                 320,             0.01816,           0.0056913,          0.00069869,             0.99217,             0.99353,             0.99344,             0.83435,            0.014961,           0.0025547,          8.2469e-05,           0.0068419,           0.0068419,           0.0068419
                 321,            0.018374,           0.0060677,          0.00077779,             0.99155,             0.99353,             0.99315,             0.83467,             0.01491,            0.002539,          7.9409e-05,            0.006832,            0.006832,            0.006832
                 322,            0.017701,           0.0058707,          0.00074974,             0.99254,             0.99444,             0.99379,             0.83727,              0.0148,           0.0025328,          9.1063e-05,           0.0068221,           0.0068221,           0.0068221
                 323,            0.017991,           0.0058402,           0.0006423,             0.99354,             0.99444,             0.99414,             0.83871,            0.014833,           0.0025193,           8.741e-05,           0.0068122,           0.0068122,           0.0068122
                 324,             0.01856,            0.005828,          0.00050413,             0.99353,             0.99444,             0.99418,             0.84052,            0.014745,           0.0025209,          8.8219e-05,           0.0068023,           0.0068023,           0.0068023
                 325,            0.018071,            0.005682,          0.00061153,             0.99379,             0.99366,             0.99368,             0.83751,            0.014832,           0.0025251,          7.9298e-05,           0.0067924,           0.0067924,           0.0067924
                 326,              0.0178,           0.0057978,           0.0005769,             0.99321,             0.99275,             0.99305,             0.83876,             0.01488,           0.0025245,          8.7813e-05,           0.0067825,           0.0067825,           0.0067825
                 327,             0.01798,           0.0057125,          0.00082062,              0.9929,             0.99275,             0.99287,             0.84002,            0.014782,           0.0025404,          0.00010055,           0.0067726,           0.0067726,           0.0067726
                 328,            0.017932,           0.0056272,          0.00047312,             0.99342,             0.99382,             0.99337,             0.84088,            0.014661,           0.0025287,          9.9185e-05,           0.0067627,           0.0067627,           0.0067627
                 329,            0.017399,            0.005588,           0.0005067,              0.9935,             0.99444,             0.99348,             0.83738,            0.014633,           0.0025217,          9.4204e-05,           0.0067528,           0.0067528,           0.0067528
                 330,            0.017924,           0.0057336,          0.00041369,             0.99352,             0.99444,             0.99284,             0.83881,            0.014688,           0.0025323,          9.2505e-05,           0.0067429,           0.0067429,           0.0067429
                 331,            0.017493,           0.0056404,          0.00070778,             0.99264,             0.99353,             0.99356,             0.83873,            0.014773,           0.0025462,          9.9199e-05,            0.006733,            0.006733,            0.006733
                 332,            0.017991,           0.0058224,          0.00069858,             0.99251,             0.99353,             0.99359,             0.83826,            0.014765,            0.002532,          0.00010658,           0.0067231,           0.0067231,           0.0067231
                 333,             0.01804,           0.0058875,           0.0004833,             0.99225,             0.99419,             0.99361,             0.83908,            0.014724,           0.0025402,          9.5981e-05,           0.0067132,           0.0067132,           0.0067132
                 334,            0.018106,           0.0059207,          0.00050414,             0.99231,              0.9942,             0.99357,             0.84051,             0.01466,           0.0025308,          8.7017e-05,           0.0067033,           0.0067033,           0.0067033
                 335,            0.018065,           0.0058512,          0.00082386,             0.99257,             0.99366,             0.99369,             0.84207,            0.014648,           0.0025336,          9.1836e-05,           0.0066934,           0.0066934,           0.0066934
                 336,            0.017541,           0.0056541,          0.00061826,             0.99234,             0.99421,             0.99361,             0.84087,            0.014663,           0.0025199,          9.8561e-05,           0.0066835,           0.0066835,           0.0066835
                 337,            0.017849,           0.0056245,          0.00077509,             0.99294,             0.99431,             0.99363,             0.84057,            0.014733,           0.0025188,          9.9602e-05,           0.0066736,           0.0066736,           0.0066736
                 338,            0.017831,           0.0058596,           0.0011541,             0.99324,             0.99451,             0.99342,             0.84049,            0.014709,           0.0025059,          9.8979e-05,           0.0066637,           0.0066637,           0.0066637
                 339,             0.01763,           0.0058289,          0.00082463,             0.99298,             0.99449,             0.99354,             0.84322,            0.014576,            0.002487,          0.00010646,           0.0066538,           0.0066538,           0.0066538
                 340,            0.017438,           0.0056153,           0.0007099,             0.99228,             0.99357,             0.99366,             0.84294,            0.014666,           0.0024969,          0.00010572,           0.0066439,           0.0066439,           0.0066439
                 341,            0.018343,           0.0057623,          0.00062916,             0.99171,             0.99273,             0.99289,             0.84243,            0.014665,           0.0024985,           9.199e-05,            0.006634,            0.006634,            0.006634
                 342,            0.017934,           0.0058394,          0.00046017,             0.99093,             0.99278,             0.99265,             0.84164,             0.01475,            0.002515,          9.5434e-05,           0.0066241,           0.0066241,           0.0066241
                 343,            0.017706,           0.0058233,          0.00036151,             0.99178,             0.99285,             0.99286,             0.84178,             0.01479,           0.0025296,           9.215e-05,           0.0066142,           0.0066142,           0.0066142
                 344,            0.018132,           0.0057495,          0.00035212,             0.99264,             0.99379,             0.99246,             0.84191,            0.014718,           0.0025195,          7.7845e-05,           0.0066043,           0.0066043,           0.0066043
                 345,            0.017708,           0.0058025,          0.00052455,             0.99254,             0.99363,              0.9925,             0.84183,            0.014739,           0.0025231,          7.3534e-05,           0.0065944,           0.0065944,           0.0065944
                 346,            0.017877,           0.0056678,          0.00075555,             0.99355,             0.99454,             0.99293,             0.84479,             0.01471,           0.0025151,          8.6089e-05,           0.0065845,           0.0065845,           0.0065845
                 347,            0.018048,           0.0056776,          0.00069643,             0.99305,             0.99512,             0.99279,             0.84522,            0.014564,           0.0025153,          8.4903e-05,           0.0065746,           0.0065746,           0.0065746
                 348,            0.017508,           0.0056727,          0.00061012,             0.99353,             0.99452,             0.99271,             0.84386,             0.01463,           0.0025157,          6.8716e-05,           0.0065647,           0.0065647,           0.0065647
                 349,            0.017939,           0.0056399,          0.00095508,             0.99349,             0.99452,              0.9928,             0.84292,            0.014676,           0.0025146,           6.992e-05,           0.0065548,           0.0065548,           0.0065548
                 350,            0.018379,           0.0057491,          0.00066825,             0.99356,             0.99455,             0.99297,             0.84203,            0.014671,           0.0025142,          7.4688e-05,           0.0065449,           0.0065449,           0.0065449
                 351,            0.017985,           0.0058116,          0.00073448,             0.99391,             0.99444,             0.99306,             0.84106,             0.01465,           0.0025084,          7.3963e-05,            0.006535,            0.006535,            0.006535
                 352,            0.018278,           0.0057253,           0.0004469,             0.99346,             0.99448,             0.99292,             0.84063,            0.014646,           0.0025025,          7.5234e-05,           0.0065251,           0.0065251,           0.0065251
                 353,            0.017955,           0.0056443,          0.00039727,             0.99356,             0.99452,             0.99283,             0.84357,            0.014577,            0.002486,          7.7235e-05,           0.0065152,           0.0065152,           0.0065152
                 354,            0.017453,           0.0057204,          0.00063046,             0.99354,             0.99452,             0.99294,             0.84282,            0.014613,           0.0024956,          7.5611e-05,           0.0065053,           0.0065053,           0.0065053
                 355,            0.017617,           0.0054453,          0.00055264,             0.99309,             0.99512,              0.9932,             0.84411,            0.014558,           0.0024912,          8.0161e-05,           0.0064954,           0.0064954,           0.0064954
                 356,            0.018101,           0.0058607,          0.00028939,             0.99352,             0.99456,             0.99356,             0.84664,            0.014518,            0.002487,          7.8605e-05,           0.0064855,           0.0064855,           0.0064855
                 357,            0.018383,           0.0059611,           0.0006247,             0.99348,             0.99468,             0.99344,             0.84499,            0.014479,           0.0024845,          7.9999e-05,           0.0064756,           0.0064756,           0.0064756
                 358,            0.017891,           0.0057812,          0.00068774,             0.99176,             0.99401,             0.99319,             0.84448,            0.014605,           0.0024869,          8.9899e-05,           0.0064657,           0.0064657,           0.0064657
                 359,            0.018061,           0.0056303,          0.00079114,             0.99187,             0.99381,             0.99286,             0.84314,            0.014618,           0.0025011,          8.0896e-05,           0.0064558,           0.0064558,           0.0064558
                 360,            0.018244,            0.005715,          0.00072559,              0.9918,             0.99418,             0.99302,              0.8445,            0.014564,            0.002486,          7.4573e-05,           0.0064459,           0.0064459,           0.0064459
                 361,            0.017854,           0.0057097,          0.00075884,             0.99119,              0.9934,             0.99266,             0.84251,            0.014671,           0.0024892,          8.2662e-05,            0.006436,            0.006436,            0.006436
                 362,            0.017708,           0.0057312,          0.00063379,             0.99247,             0.99431,             0.99266,             0.84326,            0.014676,           0.0024829,           7.786e-05,           0.0064261,           0.0064261,           0.0064261
                 363,            0.018168,           0.0058063,          0.00070825,             0.99305,             0.99431,              0.9927,             0.84326,            0.014697,           0.0024877,          7.3519e-05,           0.0064162,           0.0064162,           0.0064162
                 364,            0.018134,           0.0057066,          0.00065346,             0.99236,             0.99426,             0.99278,             0.84351,            0.014577,           0.0024859,          8.1172e-05,           0.0064063,           0.0064063,           0.0064063
                 365,            0.018253,           0.0056509,          0.00064609,             0.99215,             0.99418,             0.99349,             0.84357,            0.014558,           0.0024863,          8.0683e-05,           0.0063964,           0.0063964,           0.0063964
                 366,            0.017703,            0.005689,          0.00064085,             0.99187,             0.99407,             0.99363,             0.84209,            0.014539,           0.0024935,          8.9686e-05,           0.0063865,           0.0063865,           0.0063865
                 367,            0.017951,           0.0058935,          0.00043451,             0.99116,              0.9934,             0.99342,             0.84405,            0.014517,           0.0024939,          8.3975e-05,           0.0063766,           0.0063766,           0.0063766
                 368,            0.018002,           0.0057386,          0.00045814,             0.99124,             0.99329,             0.99372,             0.84105,            0.014525,           0.0024913,          7.1616e-05,           0.0063667,           0.0063667,           0.0063667
                 369,             0.01767,           0.0057875,           0.0007334,             0.99077,             0.99362,             0.99375,             0.84226,            0.014509,           0.0024847,          7.1725e-05,           0.0063568,           0.0063568,           0.0063568
                 370,            0.018063,           0.0057073,          0.00066146,              0.9923,             0.99427,             0.99383,             0.84357,             0.01449,           0.0024817,          7.9269e-05,           0.0063469,           0.0063469,           0.0063469
                 371,            0.017618,           0.0056358,          0.00058679,             0.99323,             0.99431,             0.99369,             0.84267,             0.01451,           0.0024782,          7.4848e-05,            0.006337,            0.006337,            0.006337
                 372,            0.017705,           0.0058608,          0.00060084,             0.99288,             0.99353,             0.99329,             0.84379,            0.014539,           0.0024817,          6.1818e-05,           0.0063271,           0.0063271,           0.0063271
                 373,            0.017385,           0.0057779,           0.0006786,              0.9926,             0.99354,              0.9938,             0.84681,            0.014454,           0.0024796,          6.1435e-05,           0.0063172,           0.0063172,           0.0063172
                 374,            0.017614,           0.0055249,          0.00074248,             0.99328,             0.99353,             0.99374,             0.84523,            0.014423,           0.0024752,          6.8118e-05,           0.0063073,           0.0063073,           0.0063073
